time,theta_0_rad,omega_0_rad_per_s,theta_1_rad,omega_1_rad_per_s,theta_2_rad,omega_2_rad_per_s
16.78599999953369,0.14588009566462454,0.13311354457037125,0.034447324241612,0.3310609350859598,-0.8015802175007269,0.7284400517432733
16.786999999533652,0.14620756620674216,0.13230341952181876,0.03518203612244263,0.3238711690245828,-0.8185651928063413,0.7408794072084125
16.787999999533614,0.14652781984610394,0.1314766218188222,0.035928876924971126,0.3166269322795457,-0.8349273030396823,0.7527004048969165
16.788999999533576,0.14684080151522202,0.13063376882037744,0.03668723598763394,0.3093270262905792,-0.8506777302186586,0.7639185975544709
16.78999999953354,0.14714645493303402,0.12977546622475297,0.0374565186500311,0.30197022230951454,-0.865828583183146,0.774550402607637
16.7909999995335,0.14744472257423277,0.12890230723291188,0.03823614702315635,0.29455526043232927,-0.8803927187172126,0.7846129153294277
16.791999999533463,0.1477355456376214,0.1280148718856935,0.0390255605792314,0.28708084861897415,-0.8943835731785417,0.7941237351010468
16.792999999533425,0.14801886401348383,0.1271137265635175,0.03982421657481139,0.2795456617073953,-0.9078150060122107,0.8031008058281489
16.793999999533387,0.14829461624997026,0.12619942363623954,0.04063159032164642,0.27194834042844285,-0.9207011560466397,0.8115622710980425
16.79499999953335,0.14856273951850085,0.1252725012501047,0.041447175320161254,0.2642874904285897,-0.9330563110504266,0.8195263442591858
16.79599999953331,0.14882316957819802,0.12433348323844941,0.04227048327042308,0.25656168130766066,-0.9448947906726783,0.8270111932670432
16.796999999533273,0.14907584073936803,0.12338287914283175,0.043101043975169555,0.24876944567902393,-0.9562308425959017,0.8340348398687475
16.797999999533236,0.1493206858260567,0.12242118433156304,0.043938405148932866,0.24090927825997863,-0.9670785514964595,0.8406150724886248
16.798999999533198,0.14955763613771467,0.12144888020311277,0.04478213214657391,0.23297963500037794,-0.9774517602283024,0.8467693720216105
16.79999999953316,0.1497866214100121,0.12046643446251123,0.04563180762369277,0.2249789322578461,-0.987364002515382,0.8525148496352688
16.800999999533122,0.1500075697748579,0.11947430145963762,0.04648703114044545,0.2169055460283047,-0.996828446350455,0.8578681956164654
16.801999999533084,0.15022040771967957,0.1184729225791099,0.04734741871931603,0.20875781124090692,-1.0058578472464879,0.862845638268878
16.802999999533046,0.15042506004603365,0.11746272667236178,0.048212602366396386,0.20053402112689359,-1.0144645104653138,0.8674629118658743
16.80399999953301,0.1506214498276275,0.11644413052336709,0.049082229564738844,0.19223242667233134,-1.0226602613507807,0.8717352326838591
16.80499999953297,0.1508094983678391,0.11541753934033416,0.049955962747390066,0.18385123616516977,-1.0304564229150455,0.8756772821786499
16.805999999532933,0.15098912515683538,0.11438334726652932,0.05083347875680052,0.17538861484756627,-1.0378637998622933,0.8793031964171434
16.806999999532895,0.1511602478284015,0.11334193790418075,0.05171446829644496,0.16684268468495334,-1.0448926682800594,0.8826265609345583
16.807999999532857,0.15132278211660108,0.11229368484615841,0.052598635379690735,0.15821152426388657,-1.0515527702809309,0.885660410250593
16.80899999953282,0.15147664181240528,0.11123895221081483,0.05348569678021697,0.14949316883128486,-1.0578533129342076,0.8884172313433185
16.80999999953278,0.15162173872043602,0.11017809517600205,0.05437538148761899,0.14068561048826533,-1.0638029708856425,0.8909089704454447
16.810999999532743,0.1517579826159873,0.10911146050885408,0.055267430171229565,0.1317867985523716,-1.0694098921219668,0.8931470425920918
16.811999999532706,0.1518852812024976,0.10803938708843715,0.05616159465464947,0.12279464010259705,-1.0746817063942757,0.8951423434112898
16.812999999532668,0.15200354006966646,0.1069622064188284,0.05705763740299961,0.11370700072219425,-1.0796255358693887,0.8969052627071826
16.81399999953263,0.15211266265241746,0.1058802431305897,0.05795533102448639,0.10452170545484184,-1.0842480076303795,0.8984456994408297
16.814999999532592,0.15221255019093244,0.1047938154689557,0.05885445778750092,0.095236539990291,-1.0885552676961379,0.8997730777642581
16.815999999532554,0.15230310169199132,0.1037032357673635,0.05975480915415295,0.08584925209613233,-1.0925529962747709,0.9008963638098239
16.816999999532516,0.15238421389187604,0.10260881090521484,0.060656185330863685,0.07635755331279374,-1.0962464240067713,0.9018240829791085
16.81799999953248,0.152455781221106,0.10151084274898839,0.06155839483640492,0.06675912092928923,-1.099640348991263,0.9025643375134511
16.81899999953244,0.15251769577129878,0.10040962857600746,0.06246125408757162,0.05705160025757634,-1.102739154422158,0.9031248241621311
16.819999999532403,0.15256984726446135,0.0993054614803272,0.06336458700250612,0.04723260722362807,-1.1055468266911095,0.903512851794279
16.820999999532365,0.15261212302503863,0.09819863076033548,0.06426822462155223,0.037299731293469564,-1.1080669738407167,0.9037353588271502
16.821999999532327,0.15264440795506215,0.09708942228776468,0.06517200474540134,0.027250538752455138,-1.1103028442748488,0.9037989303666649
16.82299999953229,0.15266658451276416,0.0959781188578961,0.06607577159019946,0.017082576355948335,-1.1122573456533682,0.903709814976409
16.82399999953225,0.15267853269503392,0.09486500052080078,0.06697937545920955,0.006793375369299432,-1.1139330639162106,0.9034739410088943
16.824999999532213,0.15268013002411593,0.09375034489350854,0.06788267243056383,-0.003619543985425554,-1.1153322823968952,0.9030969324480401
16.825999999532176,0.1526712515389669,0.09263442745303106,0.06878552406059843,-0.014158667659143804,-1.116457000998374,0.9025841242248319
16.826999999532138,0.15265176979169953,0.09151752181018502,0.06968779710222857,-0.024826482465905148,-1.1173089554148146,0.9019405769791776
16.8279999995321,0.15262155484956327,0.09039989996417393,0.07058936323780045,-0.0356254703185866,-1.117889636391629,0.9011710912503548
16.828999999532062,0.1525804743029229,0.08928183253789111,0.07149009882584417,-0.04655810199654481,-1.118200309023104,0.9002802210862823
16.829999999532024,0.15252839327970644,0.08816358899390485,0.07238988466114345,-0.057626830433218944,-1.118242032092301,0.8992722870684294
16.830999999531986,0.15246517446681213,0.08704543783107882,0.07328860574753884,-0.06883408351353643,-1.1180156774618415,0.8981513887545651
16.83199999953195,0.15239067813896526,0.08592764676177209,0.07418615108288534,-0.08018225637312203,-1.117521949526707,0.8969214165459795
16.83299999953191,0.15230476219552763,0.0848104828695494,0.07508241345559304,-0.0916737031937632,-1.1167614047415293,0.8955860629893628
16.833999999531873,0.15220728220576477,0.08369421274732244,0.07597728925219326,-0.10331072849234592,-1.1157344712350419,0.8941488335263778
16.834999999531835,0.15209809146307707,0.08257910261582763,0.07687067827538371,-0.11509557790355189,-1.1144414685235047,0.8926130567061489
16.835999999531797,0.15197704104870072,0.08146541842233657,0.07776248357202438,-0.12703042845999882,-1.1128826273331418,0.8909818938775567
16.83699999953176,0.15184397990537607,0.08035342591948699,0.07865261127057398,-0.13911737837721147,-1.1110581095389567,0.8892583483794677
16.83799999953172,0.15169875492147467,0.07924339072411431,0.0795409704274723,-0.15135843635481805,-1.1089680282238452,0.887445274247836
16.838999999531683,0.15154121102606027,0.07813557835596381,0.08042747288199735,-0.1637555104096655,-1.1066124678577423,0.8855453844591589
16.839999999531646,0.15137119129534238,0.07703025425616625,0.08131203311914187,-0.17631039626111789,-1.1039915045916975,0.8835612587299981
16.840999999531608,0.15118853707095872,0.07592768378536521,0.08219456814007517,-0.1890247652936186,-1.1011052266563892,0.8814953508923458
16.84199999953157,0.15099308809049367,0.07482813220140112,0.08307499733977729,-0.2019001521266306,-1.097953754848615,0.8793499958644395
16.842999999531532,0.15078468263060918,0.07373186461647298,0.08395324239144908,-0.21493794182728526,-1.0945372630829995,0.8771274162363779
16.843999999531494,0.15056315766312392,0.07263914593372885,0.08482922713732366,-0.2281393568064192,-1.090855998979371,0.8748297284894723
